datetime,AREX,WLL,cash,commission,total,returns,equity_curve,drawdown
2018-03-02 09:16:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 09:19:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 09:21:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 09:22:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 09:25:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 09:28:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 09:29:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 09:32:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 09:33:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 09:36:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 09:39:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 09:40:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 09:41:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 09:42:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 09:43:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 09:44:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 09:46:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 09:47:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 09:48:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 09:50:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 09:51:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 09:52:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 09:55:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 09:56:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 09:57:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 09:58:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:01:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:05:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:06:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:08:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:10:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:11:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:15:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:17:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:19:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:21:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:24:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:25:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:26:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:27:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:28:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:30:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:31:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:32:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:34:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:36:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:37:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:38:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:39:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:40:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:41:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:43:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:45:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:46:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:47:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:50:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:51:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:52:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:53:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:54:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:55:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:56:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:57:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 10:58:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 11:00:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 11:01:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 11:02:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 11:03:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 11:04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 11:05:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 11:06:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 11:07:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 11:08:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 11:11:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 11:32:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 11:34:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 11:35:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 11:38:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 11:40:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 11:42:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 11:44:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 11:50:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 11:51:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 11:52:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 11:53:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 11:54:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 11:57:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 12:01:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 12:02:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 12:03:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 12:07:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 12:08:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 12:12:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 12:14:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 12:18:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 12:20:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 12:22:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 12:24:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 12:26:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 12:27:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 12:29:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 12:30:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 12:32:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 12:34:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 12:39:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 12:40:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 12:44:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 12:50:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 12:52:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 12:55:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 12:56:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 12:57:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 13:00:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 13:01:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 13:03:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 13:04:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 13:07:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 13:08:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 13:09:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 13:10:00,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-03-02 13:11:00,300.0,-2861.0,102559.4,2.6,99998.4,-1.6000000000016e-05,0.999984,1.6000000000016e-05
2018-03-02 13:12:00,300.0,-2862.0,102559.4,2.6,99997.4,-1.0000160002521241e-05,0.999974,2.599999999997049e-05
2018-03-02 13:16:00,300.0,-2869.0,102559.4,2.6,99990.4,-7.000182004734956e-05,0.999904,9.599999999998499e-05
2018-03-02 13:18:00,300.0,-2870.0,102559.4,2.6,99989.4,-1.0000960092182432e-05,0.999894,0.0001060000000000505
2018-03-02 13:19:00,301.1,-2875.0,102559.4,2.6,99985.5,-3.900413443824746e-05,0.9998549999999999,0.00014500000000006175
2018-03-02 13:21:00,301.0,-2871.0,102559.4,2.6,99989.4,3.900565581993476e-05,0.9998939999999997,0.00010600000000027254
2018-03-02 13:22:00,302.0,-2871.0,102559.4,2.6,99990.4,1.0001060112285742e-05,0.9999039999999997,9.600000000031805e-05
2018-03-02 13:23:00,302.0,-2875.0,102559.4,2.6,99986.4,-4.0003840368729726e-05,0.9998639999999996,0.00013600000000035806
2018-03-02 13:25:00,303.0,-2882.0,102559.4,2.6,99980.4,-6.000816110995899e-05,0.9998039999999996,0.00019600000000041806
2018-03-02 13:30:00,303.71000000000004,-2884.0,102559.4,2.6,99979.11,-1.2902528895630816e-05,0.9997910999999996,0.00020890000000040043
2018-03-02 13:31:00,303.1,-2881.0,102559.4,2.6,99981.5,2.3904993753154358e-05,0.9998149999999996,0.00018500000000043482
2018-03-02 13:32:00,303.0,-2885.0,102559.4,2.6,99977.4,-4.100758640357416e-05,0.9997739999999995,0.00022600000000050358
2018-03-02 13:33:00,303.0,-2890.0,102559.4,2.6,99972.4,-5.0011302554331394e-05,0.9997239999999995,0.00027600000000049807
2018-03-02 13:34:00,303.0,-2888.0,102559.4,2.6,99974.4,2.0005521524035785e-05,0.9997439999999996,0.00025600000000036705
2018-03-02 13:35:00,303.1,-2889.0,102559.4,2.6,99973.5,-9.002304589889043e-06,0.9997349999999997,0.0002650000000002928
2018-03-02 13:36:00,304.0,-2891.0,102559.4,2.6,99972.4,-1.1002915772717614e-05,0.9997239999999997,0.000276000000000276
2018-03-02 13:37:00,303.0,-2889.0,102559.4,2.6,99973.4,1.000276076190687e-05,0.9997339999999997,0.00026600000000032153
2018-03-02 13:38:00,304.0,-2894.0,102559.4,2.6,99969.4,-4.001064283098987e-05,0.9996939999999996,0.00030600000000036154
2018-03-02 13:39:00,304.0,-2894.0,102559.4,2.6,99969.4,0.0,0.9996939999999996,0.00030600000000036154
2018-03-02 13:40:00,304.0,-2894.0,102559.4,2.6,99969.4,0.0,0.9996939999999996,0.00030600000000036154
2018-03-02 13:41:00,304.0,-2892.0,102559.4,2.6,99971.4,2.0006121873361593e-05,0.9997139999999997,0.00028600000000034154
2018-03-02 13:42:00,303.0,-2887.0,102559.4,2.6,99975.4,4.001144327281381e-05,0.9997539999999997,0.00024600000000030153
2018-03-02 13:43:00,304.0,-2890.0,102559.4,2.6,99973.4,-2.000492121057018e-05,0.9997339999999998,0.0002660000000002105
2018-03-02 13:44:00,304.0,-2891.0,102559.4,2.6,99972.4,-1.0002660707719713e-05,0.9997239999999998,0.000276000000000165
2018-03-02 13:45:00,304.0,-2894.0,102559.4,2.6,99969.4,-3.0008282285942656e-05,0.9996939999999997,0.0003060000000002505
2018-03-02 13:46:00,303.0,-2888.0,102559.4,2.6,99974.4,5.001530468318194e-05,0.9997439999999997,0.000256000000000256
2018-03-02 13:47:00,303.5,-2885.0,102559.4,2.6,99977.9,3.5008962294247326e-05,0.9997789999999996,0.0002210000000003598
2018-03-02 13:48:00,303.0,-2887.0,102559.4,2.6,99975.4,-2.5005526221311136e-05,0.9997539999999996,0.00024600000000041256
2018-03-02 13:50:00,302.09999999999997,-2888.0,102559.4,2.6,99973.5,-1.900467515003612e-05,0.9997349999999996,0.0002650000000004038
2018-03-02 13:51:00,302.0,-2893.0,102559.4,2.6,99968.4,-5.101351858249892e-05,0.9996839999999996,0.00031600000000042705
2018-03-02 13:52:00,302.09999999999997,-2891.0,102559.4,2.6,99970.5,2.100663809767589e-05,0.9997049999999996,0.0002950000000003783
2018-03-02 13:53:00,302.09999999999997,-2894.0,102559.4,2.6,99967.5,-3.000885261150721e-05,0.9996749999999996,0.0003250000000003528
2018-03-02 13:54:00,302.0,-2894.0,102559.4,2.6,99967.4,-1.0003251057488782e-06,0.9996739999999995,0.00032600000000049256
2018-03-02 13:55:00,302.0,-2892.5,102559.4,2.6,99968.9,1.5004891594561087e-05,0.9996889999999994,0.00031100000000061634
2018-03-02 13:56:00,301.5,-2894.5,102559.4,2.6,99966.4,-2.5007777418761812e-05,0.9996639999999994,0.0003360000000005581
2018-03-02 13:57:00,303.0,-2896.5,102559.4,2.6,99965.9,-5.001680564720168e-06,0.9996589999999994,0.00034100000000059083
2018-03-02 13:58:00,302.0,-2893.0,102559.4,2.6,99968.4,2.5008527908099154e-05,0.9996839999999995,0.00031600000000053807
2018-03-02 13:59:00,303.0,-2891.5,102559.4,2.6,99970.9,2.5007902497264922e-05,0.9997089999999995,0.0002910000000004853
2018-03-02 14:00:00,300.0,-2891.0,102559.4,2.6,99968.4,-2.5007277117627957e-05,0.9996839999999996,0.00031600000000042705
2018-03-05 07:30:00,301.0,-2876.0,102559.4,2.6,99984.4,0.000160050575982007,0.9998439999999996,0.00015600000000037806
2018-03-05 07:31:00,313.0,-2880.0,102559.4,2.6,99992.4,8.001248194711152e-05,0.9999239999999996,7.600000000040907e-05
2018-03-05 07:32:00,301.0,-2894.99,102559.4,2.6,99965.40999999999,-0.0002699205139591321,0.9996540999999995,0.0003459000000004542
2018-03-05 07:35:00,300.0,-2928.0,102559.4,2.6,99931.4,-0.0003402176812958846,0.9993139999999996,0.0006860000000004085
2018-03-05 07:36:00,302.0,-2940.0,102559.4,2.6,99921.4,-0.00010006864709188878,0.9992139999999996,0.0007860000000003975
2018-03-05 07:37:00,303.0,-2928.0,102559.4,2.6,99934.4,0.00013010226037657446,0.9993439999999996,0.000656000000000434
2018-03-05 07:38:00,304.09999999999997,-2930.99,102559.4,2.6,99932.51,-1.8912406538729165e-05,0.9993250999999995,0.0006749000000004779
2018-03-05 07:40:00,302.09999999999997,-2943.0,102559.4,2.6,99918.5,-0.00014019461734715577,0.9991849999999997,0.0008150000000003432
2018-03-05 07:41:00,304.09999999999997,-2945.0,102559.4,2.6,99918.5,0.0,0.9991849999999997,0.0008150000000003432
2018-03-05 07:42:00,305.1,-2949.0,102559.4,2.6,99915.5,-3.0024469943046306e-05,0.9991549999999996,0.0008450000000004287
2018-03-05 07:43:00,303.0,-2937.21,102559.4,2.6,99925.18999999999,9.698194974738783e-05,0.9992518999999994,0.0007481000000005844
2018-03-05 07:45:00,300.0,-2925.0,102559.4,2.6,99934.4,9.216895159269711e-05,0.9993439999999995,0.000656000000000545
2018-03-05 07:46:00,303.0,-2937.0,102559.4,2.6,99925.4,-9.005907875569985e-05,0.9992539999999994,0.0007460000000005795
2018-03-05 07:48:00,303.0,-2933.0,102559.4,2.6,99929.4,4.002986227735761e-05,0.9992939999999996,0.0007060000000004285
2018-03-05 07:51:00,303.0,-2922.0,102559.4,2.6,99940.4,0.00011007771486659657,0.9994039999999995,0.000596000000000485
2018-03-05 07:52:00,303.0,-2919.0,102559.4,2.6,99943.4,3.0017890662925595e-05,0.9994339999999996,0.0005660000000003995
2018-03-05 07:53:00,304.0,-2916.0,102559.4,2.6,99947.4,4.0022652821436466e-05,0.9994739999999995,0.0005260000000004705
2018-03-05 07:55:00,304.0,-2929.0,102559.4,2.6,99934.4,-0.00013006841598683927,0.9993439999999995,0.000656000000000545
2018-03-05 07:56:00,305.0,-2931.0,102559.4,2.6,99933.4,-1.00065643061642e-05,0.9993339999999995,0.0006660000000004995
2018-03-05 07:57:00,306.0,-2937.0,102559.4,2.6,99928.4,-5.0033322192555296e-05,0.9992839999999995,0.000716000000000494
2018-03-05 08:00:00,307.0,-2930.0,102559.4,2.6,99936.4,8.005732104177099e-05,0.9993639999999994,0.0006360000000006361
2018-03-05 08:02:00,0.0,0.0,99933.79999999999,5.2,99933.79999999999,-2.6016546523677242e-05,0.9993379999999993,0.0006620000000007176
2018-03-05 08:04:00,0.0,0.0,99933.79999999999,5.2,99933.79999999999,0.0,0.9993379999999993,0.0006620000000007176
2018-03-05 08:05:00,0.0,0.0,99933.79999999999,5.2,99933.79999999999,0.0,0.9993379999999993,0.0006620000000007176
2018-03-05 08:06:00,0.0,0.0,99933.79999999999,5.2,99933.79999999999,0.0,0.9993379999999993,0.0006620000000007176
2018-03-05 08:07:00,0.0,0.0,99933.79999999999,5.2,99933.79999999999,0.0,0.9993379999999993,0.0006620000000007176
2018-03-05 08:08:00,0.0,0.0,99933.79999999999,5.2,99933.79999999999,0.0,0.9993379999999993,0.0006620000000007176
2018-03-05 08:09:00,0.0,0.0,99933.79999999999,5.2,99933.79999999999,0.0,0.9993379999999993,0.0006620000000007176
2018-03-05 08:10:00,0.0,0.0,99933.79999999999,5.2,99933.79999999999,0.0,0.9993379999999993,0.0006620000000007176
2018-03-05 08:11:00,0.0,0.0,99933.79999999999,5.2,99933.79999999999,0.0,0.9993379999999993,0.0006620000000007176
2018-03-05 08:12:00,0.0,0.0,99933.79999999999,5.2,99933.79999999999,0.0,0.9993379999999993,0.0006620000000007176
2018-03-05 08:13:00,0.0,0.0,99933.79999999999,5.2,99933.79999999999,0.0,0.9993379999999993,0.0006620000000007176
2018-03-05 08:14:00,0.0,0.0,99933.79999999999,5.2,99933.79999999999,0.0,0.9993379999999993,0.0006620000000007176
2018-03-05 08:15:00,0.0,0.0,99933.79999999999,5.2,99933.79999999999,0.0,0.9993379999999993,0.0006620000000007176
2018-03-05 08:16:00,0.0,0.0,99933.79999999999,5.2,99933.79999999999,0.0,0.9993379999999993,0.0006620000000007176
2018-03-05 08:17:00,0.0,0.0,99933.79999999999,5.2,99933.79999999999,0.0,0.9993379999999993,0.0006620000000007176
2018-03-05 08:18:00,0.0,0.0,99933.79999999999,5.2,99933.79999999999,0.0,0.9993379999999993,0.0006620000000007176
2018-03-05 08:19:00,0.0,0.0,99933.79999999999,5.2,99933.79999999999,0.0,0.9993379999999993,0.0006620000000007176
2018-03-05 08:20:00,0.0,0.0,99933.79999999999,5.2,99933.79999999999,0.0,0.9993379999999993,0.0006620000000007176
2018-03-05 08:23:00,0.0,0.0,99933.79999999999,5.2,99933.79999999999,0.0,0.9993379999999993,0.0006620000000007176
